Date;Open;High;Low;Close;Adj Close;Volume
2005-01-03;1,1567859649658203;1,1626789569854736;1,1178569793701172;1,1301790475845337;0,9533594250679016;691992000
2005-01-04;1,1391069889068604;1,1691069602966309;1,1244640350341797;1,141785979270935;0,9631504416465759;1096810400
2005-01-05;1,1510709524154663;1,1651790142059326;1,1437499523162842;1,151785969734192;0,9715858101844788;680433600
2005-01-06;1,1548210382461548;1,159106969833374;1,1308929920196533;1,1526789665222168;0,9723392724990845;705555200
2005-01-07;1,160714030265808;1,2433929443359375;1,15625;1,2366069555282593;1,0431362390518188;2227450400
2005-01-10;1,2469639778137207;1,2625000476837158;1,2121429443359375;1,2314289808273315;1,0387684106826782;1725309600
2005-01-11;1,21875;1,2348209619522095;1,1453570127487183;1,1528569459915161;0,9724894165992737;2611627200
2005-01-12;1,1687500476837158;1,176785945892334;1,130357027053833;1,1689289808273315;0,9860461950302124;1919702400
2005-01-13;1,316249966621399;1,3289289474487305;1,2451790571212769;1,2464289665222168;1,0514217615127563;3164716800
2005-01-14;1,254464030265808;1,2807140350341797;1,235535979270935;1,2535710334777832;1,0574463605880737;1770742400
2005-01-18;1,2473210096359253;1,2625000476837158;1,2098209857940674;1,261607050895691;1,0642257928848267;1006460000
2005-01-19;1,2587499618530273;1,2760709524154663;1,245535969734192;1,2478569746017456;1,052626132965088;751895200
2005-01-20;1,243749976158142;1,2726789712905884;1,2405359745025635;1,258213996887207;1,0613632202148438;914922400
2005-01-21;1,2733930349349976;1,2785710096359253;1,25;1,2587499618530273;1,0618150234222412;911332800
2005-01-24;1,2675000429153442;1,2817859649658203;1,2598210573196411;1,26357102394104;1,0658814907073975;841629600
2005-01-25;1,2744640111923218;1,3007140159606934;1,266785979270935;1,286607027053833;1,085313320159912;969231200
2005-01-26;1,2975000143051147;1,2991069555282593;1,2717859745025635;1,2901790142059326;1,0883269309997559;739496800
2005-01-27;1,2885710000991821;1,3021429777145386;1,2776789665222168;1,2971429824829102;1,0942014455795288;496227200
2005-01-28;1,2967859506607056;1,3210710287094116;1,2935709953308105;1,3210710287094116;1,1143858432769775;801612000
2005-01-31;1,331786036491394;1,3908929824829102;1,3305360078811646;1,3732140064239502;1,158370852470398;1681097600
2005-02-01;1,375892996788025;1,3887499570846558;1,3674999475479126;1,3844640254974365;1,1678606271743774;678395200
2005-02-02;1,3919639587402344;1,4269640445709229;1,3873209953308105;1,4219640493392944;1,1994938850402832;1020062400
2005-02-03;1,412500023841858;1,4183930158615112;1,3808929920196533;1,389464020729065;1,1720777750015259;731651200
2005-02-04;1,3905359506607056;1,4094640016555786;1,3844640254974365;1,4078569412231445;1,1875935792922974;563556000
2005-02-07;1,4094640016555786;1,416964054107666;1,3839290142059326;1,4096430540084839;1,1891002655029297;524456800
2005-02-08;1,4119640588760376;1,4532140493392944;1,4069639444351196;1,4446430206298828;1,2186247110366821;890019200
2005-02-09;1,4471429586410522;1,4641070365905762;1,394642949104309;1,4060709476470947;1,186086893081665;1191456000
2005-02-10;1,4057140350341797;1,4157140254974365;1,3689290285110474;1,3992860317230225;1,1803644895553589;1093019200
2005-02-11;1,426071047782898;1,4600000381469727;1,4096430540084839;1,4501789808273315;1,2232941389083862;1201054400
2005-02-14;1,4773210287094116;1,5141069889068604;1,4651789665222168;1,5112500190734863;1,2748106718063354;1271463200
2005-02-15;1,5475000143051147;1,5907139778137207;1,535714030265808;1,5787500143051147;1,3317501544952393;2312217600
2005-02-16;1,574107050895691;1,6107139587402344;1,5598210096359253;1,6094640493392944;1,357658863067627;1639243200
2005-02-17;1,618749976158142;1,6228569746017456;1,561607003211975;1,5680359601974487;1,3227123022079468;1518473600
2005-02-18;1,5667860507965088;1,5689289569854736;1,5401790142059326;1,5501790046691895;1,3076492547988892;1163254400
2005-02-22;1,5410710573196411;1,5767860412597656;1,523036003112793;1,523036003112793;1,2847528457641602;1219293600
2005-02-23;1,548570990562439;1,5794639587402344;1,5276789665222168;1,5755360126495361;1,3290389776229858;1345181600
2005-02-24;1,5800000429153442;1,5948209762573242;1,5666069984436035;1,5880359411239624;1,339582920074463;1519028000
2005-02-25;1,6003570556640625;1,6055359840393066;1,5748209953308105;1,5891070365905762;1,3404866456985474;915510400
2005-02-28;1,5957139730453491;1,6121430397033691;1,5700000524520874;1,6021430492401123;1,3514833450317383;651610400
2005-03-01;1,6067860126495361;1,611070990562439;1,5771429538726807;1,589285969734192;1,3406379222869873;468188000
2005-03-02;1,5803569555282593;1,6032140254974365;1,5742859840393066;1,5757139921188354;1,3291889429092407;458161200
2005-03-03;1,584643006324768;1,5860710144042969;1,4721430540084839;1,4924999475479126;1,2589941024780273;1411653600
2005-03-04;1,5271430015563965;1,5360709428787231;1,494642972946167;1,5289289951324463;1,2897238731384277;756618800
2005-03-07;1,5285710096359253;1,5446430444717407;1,5125000476837158;1,526785969734192;1,2879160642623901;450632000
2005-03-08;1,4964289665222168;1,5057140588760376;1,432142972946167;1,4474999904632568;1,2210345268249512;1021451200
2005-03-09;1,4157140254974365;1,4385709762573242;1,3867859840393066;1,405357003211975;1,1854853630065918;1322465200
2005-03-10;1,4117859601974487;1,4378570318222046;1,3964289426803589;1,4225000143051147;1,1999458074569702;777109200
2005-03-11;1,4360710382461548;1,4496430158615112;1,4214290380477905;1,4382139444351196;1,2132012844085693;632830800
2005-03-14;1,4471429586410522;1,456786036491394;1,4114290475845337;1,440000057220459;1,2147080898284912;605385200
2005-03-15;1,451429009437561;1,4692859649658203;1,4375;1,4628570079803467;1,233988881111145;508608800
2005-03-16;1,4717860221862793;1,511070966720581;1,4564290046691895;1,4707139730453491;1,2406166791915894;697813200
2005-03-17;1,483214020729065;1,5314290523529053;1,4757139682769775;1,5089290142059326;1,2728526592254639;801920000
2005-03-18;1,5475000143051147;1,551429033279419;1,5178569555282593;1,5342860221862793;1,2942427396774292;940150400
2005-03-21;1,5460710525512695;1,5703569650650024;1,5307140350341797;1,5607140064239502;1,3165359497070312;541128000
2005-03-22;1,5610710382461548;1,5700000524520874;1,5242860317230225;1,5296430587768555;1,2903263568878174;551415200
2005-03-23;1,5160709619522095;1,5499999523162842;1,5007139444351196;1,519642949104309;1,2818907499313354;609823200
2005-03-24;1,5325000286102295;1,535714030265808;1,5178569555282593;1,5178569555282593;1,2803841829299927;352704800
2005-03-28;1,526785969734192;1,5342860221862793;1,516785979270935;1,5189290046691895;1,281288504600525;275410800
2005-03-29;1,5199999809265137;1,5296430587768555;1,4821430444717407;1,4910709857940674;1,257788896560669;461356000
2005-03-30;1,502500057220459;1,5285710096359253;1,4935710430145264;1,5285710096359253;1,2894216775894165;394959600
2005-03-31;1,5160709619522095;1,5185710191726685;1,4853570461273193;1,4882140159606934;1,2553788423538208;636134800
2005-04-01;1,5032140016555786;1,5064289569854736;1,448928952217102;1,4603569507598877;1,2318799495697021;641284000
2005-04-04;1,4639290571212769;1,4753570556640625;1,4342859983444214;1,4674999713897705;1,237905740737915;580014400
2005-04-05;1,4721430540084839;1,5085710287094116;1,4674999713897705;1,4960709810256958;1,2620066404342651;556239600
2005-04-06;1,5142860412597656;1,5289289951324463;1,505357027053833;1,5117859840393066;1,2752628326416016;414825600
2005-04-07;1,5117859840393066;1,5625;1,5089290142059326;1,5557140111923218;1,3123183250427246;506987600
2005-04-08;1,5607140064239502;1,587499976158142;1,5549999475479126;1,5621429681777954;1,3177411556243896;649950000
2005-04-11;1,5767860412597656;1,5803569555282593;1,4967859983444214;1,497143030166626;1,2629107236862183;821662800
2005-04-12;1,5175000429153442;1,5425000190734863;1,5003570318222046;1,5235710144042969;1,2852040529251099;981061200
2005-04-13;1,5339289903640747;1,5353569984436035;1,4424999952316284;1,4657139778137207;1,2363988161087036;1371946800
2005-04-14;1,386070966720581;1,4128570556640625;1,3157140016555786;1,3307139873504639;1,1225203275680542;2753192400
2005-04-15;1,3078570365905762;1,3303569555282593;1,2599999904632568;1,2625000476837158;1,0649787187576294;1728087200
2005-04-18;1,25;1,2964290380477905;1,214285969734192;1,272143006324768;1,0731124877929688;1327177600
2005-04-19;1,307142972946167;1,3371429443359375;1,2810709476470947;1,3246430158615112;1,117398738861084;1081642800
2005-04-20;1,3450000286102295;1,3478569984436035;1,2657140493392944;1,2682139873504639;1,0697985887527466;945131600
2005-04-21;1,2999999523162842;1,3289289474487305;1,282142996788025;1,3278570175170898;1,120110034942627;759592400
2005-04-22;1,3157140016555786;1,3214290142059326;1,2464289665222168;1,2678569555282593;1,0694973468780518;839129200
2005-04-25;1,3032139539718628;1,3221429586410522;1,2896430492401123;1,320713996887207;1,1140841245651245;746460400
2005-04-26;1,3135709762573242;1,3396430015563965;1,2899999618530273;1,2925000190734863;1,0902845859527588;810507600
