Date;Open;High;Low;Close;Adj Close;Volume
2007-01-03;64,82441711425781;65,92809295654297;64,6989974975586;65,43478393554688;37,935420989990234;4522674
2007-01-04;65,55184173583984;65,5602035522461;64,75752258300781;65,17558288574219;37,785133361816406;3550206
2007-01-05;65,12541961669922;65,13378143310547;64,38963317871094;64,7324447631836;37,528236389160156;3307179
2007-01-08;64,7324447631836;65,25083923339844;64,35618591308594;64,87458038330078;37,61064910888672;2911662
2007-01-09;65,21739196777344;65,40969848632812;64,74916076660156;64,94983673095703;37,654273986816406;2268573
2007-01-10;64,64046478271484;65,18394470214844;64,41471862792969;65,09197235107422;37,7366828918457;2137850
2007-01-11;65,25919342041016;66,07859802246094;65,11705780029297;65,76087188720703;38,12446212768555;2837510
2007-01-12;65,5602035522461;66,47157287597656;65,40133666992188;66,3545150756836;38,46862030029297;3088311
2007-01-16;66,45484924316406;66,57190704345703;65,98662567138672;66,52173614501953;38,5655632019043;3021814
2007-01-17;66,32942962646484;66,47993469238281;65,844482421875;65,97826385498047;38,25050735473633;3242715
2007-01-18;65,81103515625;66,6387939453125;65,71906280517578;65,89464569091797;38,202022552490234;2347748
2007-01-19;66,1287612915039;66,78929901123047;65,90300750732422;66,26254272460938;38,415306091308594;3482872
2007-01-22;66,26254272460938;66,29598999023438;65,32608795166016;65,62709045410156;38,046905517578125;2558603
2007-01-23;65,81103515625;66,1789321899414;65,4933090209961;65,92809295654297;38,22141647338867;2331602
2007-01-24;65,92809295654297;66,60535430908203;65,92809295654297;66,46321105957031;38,53164291381836;2120149
2007-01-25;66,52173614501953;66,68060302734375;65,91136932373047;66,06187438964844;38,29895782470703;3454885
2007-01-26;66,02842712402344;66,21237182617188;65,40969848632812;65,7943115234375;38,14385223388672;2387575
2007-01-29;65,66889953613281;66,22073364257812;65,42642211914062;66,02006530761719;38,27473068237305;4090679
2007-01-30;62,64213943481445;63,69565200805664;62,073577880859375;62,458194732666016;36,20976257324219;18726848
2007-01-31;62,04849624633789;62,441471099853516;61,11204147338867;62,12374496459961;36,015865325927734;11104262
2007-02-01;62,5;62,566890716552734;61,630435943603516;61,86454772949219;35,86558532714844;7775914
2007-02-02;61,76421356201172;61,93143844604492;61,638797760009766;61,76421356201172;35,807430267333984;6679062
2007-02-05;61,93980026245117;62,098663330078125;61,622074127197266;61,81438064575195;35,836509704589844;7594600
2007-02-06;61,79766082763672;62,29096984863281;61,722408294677734;62,098663330078125;36,0013313293457;5827988
2007-02-07;62,12374496459961;62,70066833496094;62,10702133178711;62,41638946533203;36,185523986816406;4846072
2007-02-08;62,60869598388672;62,61705780029297;61,964881896972656;62,40802764892578;36,18067169189453;4592879
2007-02-09;62,40802764892578;62,70903015136719;62,081939697265625;62,32441329956055;36,13218688964844;4810671
2007-02-12;62,3327751159668;62,61705780029297;62,207359313964844;62,3662223815918;36,15644454956055;3554632
2007-02-13;63,54515075683594;64,29766082763672;63,33612060546875;63,90468215942383;37,0483512878418;8603067
2007-02-14;63,90468215942383;64,31438446044922;63,77926254272461;64,24748992919922;37,2470817565918;4650168
2007-02-15;64,29766082763672;64,6989974975586;64,04682159423828;64,30602264404297;37,2810173034668;4338490
2007-02-16;64,30602264404297;64,74080657958984;63,88795852661133;64,24748992919922;37,2470817565918;4537863
2007-02-20;63,96321105957031;64,1722412109375;63,4949836730957;64,03009796142578;37,121055603027344;4738791
2007-02-21;63,628761291503906;64,03009796142578;63,4615364074707;63,737457275390625;37,18447494506836;3373198
2007-02-22;63,754180908203125;64,1722412109375;63,653846740722656;63,837791442871094;37,24301528930664;3343538
2007-02-23;63,95484924316406;64,02173614501953;63,50334548950195;63,72073745727539;37,174713134765625;2376930
2007-02-26;63,92140579223633;64,23076629638672;63,24414825439453;63,645484924316406;37,13081741333008;3102424
2007-02-27;63,653846740722656;63,69565200805664;61,47157287597656;62,29096984863281;36,34059143066406;7015377
2007-02-28;62,081939697265625;62,70903015136719;61,47993469238281;61,93980026245117;36,13573455810547;6327079
2007-03-01;61,87290954589844;61,88127136230469;61,05351257324219;61,58863067626953;35,93083190917969;5347196
2007-03-02;61,245819091796875;61,697322845458984;61,03678894042969;61,04515075683594;35,6137809753418;5990405
2007-03-05;61,04515075683594;61,68060302734375;60,95317840576172;61,17892837524414;35,69182205200195;5867217
2007-03-06;61,55518341064453;61,613712310791016;61,03678894042969;61,42976760864258;35,838165283203125;5152966
2007-03-07;61,45484924316406;62,03177261352539;61,17892837524414;61,705684661865234;35,99913787841797;4515618
2007-03-08;61,89799118041992;62,834449768066406;61,87290954589844;62,30769348144531;36,3503532409668;4563816
2007-03-09;62,3662223815918;62,96822738647461;62,32441329956055;62,4832763671875;36,45278549194336;4002055
2007-03-12;62,38294219970703;62,95150375366211;62,37458038330078;62,85116958618164;36,66740036010742;3851240
2007-03-13;62,5;63,12709045410156;62,41638946533203;62,5167236328125;36,4723014831543;5300074
2007-03-14;62,52508544921875;63,41136932373047;62,22407913208008;63,377925872802734;36,97472381591797;5516909
2007-03-15;63,377925872802734;63,762542724609375;63,269229888916016;63,53678894042969;37,0673942565918;4700400
2007-03-16;63,737457275390625;63,762542724609375;62,834449768066406;62,943145751953125;36,721073150634766;6045182
